date,year,quarter,month,region,segment,channel,product_category,product_name,sku,units_sold,unit_price,discount_pct,gross_revenue,cogs,tax_pct,tax_amount,returned_units,net_revenue
2023-04-27,2023,2,4,North,SMB,Retail,Software Subscription,Gamma Suite,SS-6855,1,3846.56,0.0,3846.56,1464.76,0.12,461.59,0,4308.15
2023-04-27,2023,2,4,North,Consumer,Online,Hardware,Zeta Box,H-6254,1,7656.34,0.0,7656.34,4967.45,0.0,0.0,0,7656.34
2023-04-27,2023,2,4,North,SMB,Retail,Professional Services,Custom Dev,PS-6705,1,18339.65,0.15,15588.71,7865.32,0.0,0.0,0,15588.71
2023-04-27,2023,2,4,North,Consumer,Online,Hardware,Delta Hub,H-9189,1,43696.58,0.0,43696.58,25899.06,0.0,0.0,0,43696.58
2023-04-27,2023,2,4,North,SMB,Retail,Hardware,Epsilon Sensor,H-3287,2,29233.49,0.0,58466.99,26487.46,0.0,0.0,0,58466.99
2023-04-27,2023,2,4,North,Consumer,Retail,Software Subscription,Gamma Suite,SS-6618,1,8617.18,0.0,8617.18,5775.17,0.05,430.86,0,9048.04
2023-04-27,2023,2,4,East,Consumer,Online,Hardware,Zeta Box,H-3930,1,40074.9,0.0,40074.9,14421.06,0.12,4808.99,0,44883.89
2023-04-27,2023,2,4,North,Consumer,Online,Software Subscription,Gamma Suite,SS-3303,1,11219.29,0.0,11219.29,4039.52,0.12,1346.31,0,12565.6
2023-04-28,2023,2,4,North,SMB,Online,Professional Services,Integration,PS-7234,1,46589.83,0.0,46589.83,27314.19,0.12,5590.78,0,52180.61
2023-04-28,2023,2,4,East,Consumer,Online,Software Subscription,Beta Cloud,SS-2943,1,3418.79,0.1,3076.91,1374.38,0.12,369.23,0,3446.14
2023-04-28,2023,2,4,North,SMB,Online,Software Subscription,Gamma Suite,SS-3558,2,2256.46,0.0,4512.91,2462.7,0.18,812.32,0,5325.23
2023-04-28,2023,2,4,South,Consumer,Online,Software Subscription,Gamma Suite,SS-2398,1,6312.22,0.0,6312.22,4065.1,0.0,0.0,0,6312.22
2023-04-28,2023,2,4,North,Enterprise,Retail,Hardware,Zeta Box,H-1124,1,33413.27,0.0,33413.27,10249.32,0.12,4009.59,0,37422.86
2023-04-28,2023,2,4,South,Consumer,Partner,Hardware,Epsilon Sensor,H-7933,1,17330.37,0.15,14730.82,9005.72,0.12,1767.7,0,16498.52
2023-04-28,2023,2,4,South,Consumer,Online,Hardware,Delta Hub,H-3242,3,15043.98,0.1,40618.75,13150.7,0.0,0.0,0,40618.75
2023-04-28,2023,2,4,South,Consumer,Online,Training,Webinar Pack,T-4765,1,2714.74,0.0,2714.74,1274.63,0.0,0.0,0,2714.74
2023-04-28,2023,2,4,South,SMB,Retail,Software Subscription,Alpha SaaS,SS-1499,1,10684.33,0.0,10684.33,4040.75,0.0,0.0,0,10684.33
2023-04-28,2023,2,4,North,Consumer,Retail,Software Subscription,Alpha SaaS,SS-5714,1,5611.21,0.05,5330.65,1972.3,0.05,266.53,0,5597.18
2023-04-29,2023,2,4,East,Consumer,Online,Hardware,Epsilon Sensor,H-8320,1,22179.4,0.0,22179.4,11633.16,0.12,2661.53,0,24840.92
2023-04-29,2023,2,4,East,Enterprise,Online,Software Subscription,Beta Cloud,SS-5165,1,10383.31,0.0,10383.31,5545.3,0.05,519.17,0,10902.47
2023-04-29,2023,2,4,East,Consumer,Online,Training,Webinar Pack,T-7796,1,9455.74,0.0,9455.74,5844.04,0.0,0.0,0,9455.74
2023-04-29,2023,2,4,South,Consumer,Partner,Software Subscription,Gamma Suite,SS-5303,1,7855.65,0.15,6677.3,3506.71,0.12,801.28,0,7478.57
2023-04-29,2023,2,4,South,SMB,Retail,Software Subscription,Alpha SaaS,SS-1692,2,4555.22,0.15,7743.87,4894.53,0.18,1393.9,0,9137.77
2023-04-29,2023,2,4,South,SMB,Partner,Hardware,Zeta Box,H-2066,3,28612.69,0.05,81546.16,44132.35,0.12,9785.54,0,91331.69
2023-04-30,2023,2,4,West,Enterprise,Online,Hardware,Delta Hub,H-8946,5,15646.96,0.0,78234.82,37142.57,0.05,3911.74,0,82146.57
2023-04-30,2023,2,4,West,SMB,Online,Hardware,Delta Hub,H-8308,1,7679.82,0.05,7295.83,4663.85,0.05,364.79,0,7660.62
2023-04-30,2023,2,4,South,Consumer,Retail,Hardware,Delta Hub,H-2731,5,7196.9,0.0,35984.49,19875.31,0.12,4318.14,0,40302.63
2023-04-30,2023,2,4,West,Enterprise,Partner,Professional Services,Onboarding,PS-7051,1,37721.25,0.1,33949.12,16276.3,0.05,1697.46,0,35646.58
2023-04-30,2023,2,4,North,Consumer,Online,Professional Services,Custom Dev,PS-5747,1,50396.58,0.1,45356.92,30444.94,0.12,5442.83,0,50799.75
2023-04-30,2023,2,4,North,SMB,Online,Professional Services,Integration,PS-9551,1,37696.56,0.1,33926.9,15250.81,0.0,0.0,0,33926.9
2023-04-30,2023,2,4,North,Consumer,Online,Software Subscription,Beta Cloud,SS-8754,1,8665.84,0.1,7799.26,2605.35,0.18,1403.87,0,9203.12
2023-04-30,2023,2,4,East,Consumer,Online,Professional Services,Custom Dev,PS-5430,1,30020.67,0.0,30020.67,14570.34,0.18,5403.72,0,35424.4
2023-04-30,2023,2,4,West,Enterprise,Online,Hardware,Epsilon Sensor,H-1706,1,14173.49,0.0,14173.49,8731.53,0.18,2551.23,0,16724.72
2023-04-30,2023,2,4,South,Consumer,Online,Software Subscription,Beta Cloud,SS-5654,3,8741.92,0.15,22291.91,10052.64,0.0,0.0,0,22291.91
2023-04-30,2023,2,4,South,SMB,Retail,Hardware,Epsilon Sensor,H-3977,1,6806.7,0.15,5785.7,2390.74,0.18,1041.43,0,6827.12
2023-05-01,2023,2,5,North,Consumer,Retail,Software Subscription,Beta Cloud,SS-9383,2,5123.94,0.0,10247.87,4656.37,0.05,512.39,0,10760.27
2023-05-01,2023,2,5,South,SMB,Retail,Software Subscription,Gamma Suite,SS-9957,1,3250.58,0.0,3250.58,1320.93,0.18,585.1,0,3835.68
2023-05-01,2023,2,5,South,SMB,Partner,Software Subscription,Beta Cloud,SS-7474,1,6795.24,0.1,6115.71,2001.43,0.0,0.0,0,6115.71
2023-05-01,2023,2,5,North,Consumer,Online,Professional Services,Custom Dev,PS-5067,1,39183.88,0.0,39183.88,22957.6,0.0,0.0,0,39183.88
2023-05-01,2023,2,5,South,Consumer,Online,Software Subscription,Alpha SaaS,SS-1717,1,11183.51,0.15,9505.98,2935.18,0.05,475.3,0,9981.28
2023-05-01,2023,2,5,West,SMB,Online,Software Subscription,Gamma Suite,SS-2595,2,6289.18,0.0,12578.35,3915.67,0.18,2264.1,0,14842.46
2023-05-01,2023,2,5,North,SMB,Online,Training,Certification Prep,T-2070,1,8766.24,0.1,7889.62,4356.61,0.0,0.0,0,7889.62
2023-05-01,2023,2,5,South,SMB,Online,Software Subscription,Beta Cloud,SS-7778,1,7169.72,0.1,6452.74,2412.57,0.18,1161.49,0,7614.24
2023-05-01,2023,2,5,West,Consumer,Retail,Hardware,Delta Hub,H-7485,2,26982.08,0.1,48567.75,20638.39,0.0,0.0,0,48567.75
2023-05-02,2023,2,5,East,Enterprise,Retail,Software Subscription,Alpha SaaS,SS-3208,1,9223.82,0.05,8762.63,6115.2,0.05,438.13,0,9200.76
2023-05-02,2023,2,5,South,SMB,Online,Software Subscription,Alpha SaaS,SS-7921,6,8827.66,0.1,47669.37,29698.09,0.05,2383.47,0,50052.84
2023-05-02,2023,2,5,North,Enterprise,Retail,Software Subscription,Gamma Suite,SS-5258,1,5276.54,0.0,5276.54,2836.91,0.12,633.18,0,5909.72
2023-05-02,2023,2,5,South,Enterprise,Online,Software Subscription,Beta Cloud,SS-7144,3,8824.08,0.1,23825.03,11292.19,0.18,4288.5,0,28113.53
2023-05-02,2023,2,5,South,Consumer,Online,Professional Services,Integration,PS-6156,1,47325.85,0.0,47325.85,25010.96,0.12,5679.1,0,53004.95
2023-05-02,2023,2,5,West,Consumer,Online,Hardware,Epsilon Sensor,H-3143,1,36289.22,0.05,34474.76,21143.77,0.05,1723.74,0,36198.5
2023-05-03,2023,2,5,South,Consumer,Online,Hardware,Zeta Box,H-6685,4,7147.96,0.0,28591.85,18362.55,0.0,0.0,0,28591.85
2023-05-03,2023,2,5,South,Enterprise,Retail,Software Subscription,Beta Cloud,SS-8765,1,5106.16,0.0,5106.16,1743.56,0.05,255.31,0,5361.47
2023-05-03,2023,2,5,West,Consumer,Partner,Professional Services,Integration,PS-9739,1,59655.42,0.1,53689.88,16429.4,0.18,9664.18,0,63354.06
2023-05-03,2023,2,5,West,Consumer,Online,Hardware,Delta Hub,H-2296,1,28820.98,0.0,28820.98,19379.06,0.12,3458.52,0,32279.49
2023-05-03,2023,2,5,West,Consumer,Online,Software Subscription,Beta Cloud,SS-2247,1,3472.75,0.0,3472.75,1359.66,0.18,625.09,0,4097.84
2023-05-03,2023,2,5,South,SMB,Retail,Professional Services,Custom Dev,PS-1787,3,50588.05,0.0,151764.15,103077.48,0.05,7588.21,0,159352.36
2023-05-03,2023,2,5,North,SMB,Retail,Hardware,Epsilon Sensor,H-6931,4,44197.93,0.05,167952.14,67480.8,0.12,20154.26,0,188106.39
2023-05-03,2023,2,5,South,SMB,Partner,Professional Services,Onboarding,PS-2825,1,56602.05,0.0,56602.05,34408.41,0.18,10188.37,0,66790.42
2023-05-03,2023,2,5,East,SMB,Online,Software Subscription,Beta Cloud,SS-4379,1,4428.96,0.05,4207.51,1547.9,0.05,210.38,0,4417.89
2023-05-03,2023,2,5,East,Consumer,Online,Software Subscription,Beta Cloud,SS-6793,3,9142.17,0.1,24683.85,15146.39,0.05,1234.19,0,25918.05
2023-05-03,2023,2,5,North,SMB,Online,Software Subscription,Alpha SaaS,SS-6324,1,9191.87,0.0,9191.87,3974.65,0.05,459.59,0,9651.46
2023-05-03,2023,2,5,North,Enterprise,Partner,Professional Services,Custom Dev,PS-2701,3,28609.63,0.0,85828.89,43401.56,0.0,0.0,0,85828.89
2023-05-04,2023,2,5,South,Consumer,Online,Training,Webinar Pack,T-5286,1,12562.56,0.0,12562.56,7228.17,0.18,2261.26,0,14823.83
2023-05-04,2023,2,5,North,SMB,Online,Software Subscription,Gamma Suite,SS-6251,1,4409.24,0.1,3968.31,2003.99,0.12,476.2,0,4444.51
2023-05-04,2023,2,5,East,SMB,Online,Software Subscription,Gamma Suite,SS-9645,1,7144.92,0.0,7144.92,3018.23,0.12,857.39,0,8002.32
2023-05-04,2023,2,5,East,SMB,Online,Professional Services,Custom Dev,PS-3253,1,50131.64,0.1,45118.48,23289.2,0.18,8121.33,0,53239.8
2023-05-04,2023,2,5,North,Consumer,Online,Hardware,Delta Hub,H-8365,1,14418.63,0.0,14418.63,10008.44,0.18,2595.35,0,17013.99
2023-05-04,2023,2,5,West,Consumer,Partner,Software Subscription,Alpha SaaS,SS-9471,2,10669.34,0.0,21338.68,7833.71,0.0,0.0,0,21338.68
2023-05-04,2023,2,5,North,Consumer,Online,Software Subscription,Alpha SaaS,SS-9552,3,5859.4,0.1,15820.38,10069.83,0.18,2847.67,0,18668.04
2023-05-04,2023,2,5,North,Consumer,Retail,Software Subscription,Beta Cloud,SS-2522,1,4887.64,0.0,4887.64,2736.83,0.0,0.0,0,4887.64
2023-05-04,2023,2,5,East,SMB,Online,Professional Services,Custom Dev,PS-3265,1,53050.44,0.15,45092.87,27779.11,0.0,0.0,1,0.0
2023-05-04,2023,2,5,East,Enterprise,Online,Professional Services,Onboarding,PS-1057,1,57059.84,0.1,51353.85,23195.29,0.0,0.0,0,51353.85
2023-05-05,2023,2,5,West,Consumer,Online,Professional Services,Integration,PS-7915,1,55059.33,0.0,55059.33,23104.89,0.0,0.0,0,55059.33
2023-05-05,2023,2,5,East,Enterprise,Partner,Training,Bootcamp,T-8323,1,13952.33,0.1,12557.1,5117.59,0.18,2260.28,0,14817.37
2023-05-05,2023,2,5,East,Consumer,Online,Software Subscription,Beta Cloud,SS-9982,1,4023.02,0.1,3620.72,1986.8,0.05,181.04,0,3801.75
2023-05-05,2023,2,5,South,Consumer,Online,Software Subscription,Gamma Suite,SS-9520,1,10977.06,0.15,9330.5,5190.89,0.0,0.0,0,9330.5
2023-05-05,2023,2,5,South,SMB,Online,Hardware,Delta Hub,H-8446,1,5934.95,0.0,5934.95,2095.51,0.12,712.19,0,6647.14
2023-05-05,2023,2,5,West,Consumer,Online,Professional Services,Integration,PS-1240,8,52448.59,0.1,377629.85,168958.21,0.05,18881.49,0,396511.34
2023-05-05,2023,2,5,West,Consumer,Online,Training,Bootcamp,T-8545,1,11597.37,0.05,11017.5,4613.24,0.05,550.87,0,11568.37
2023-05-05,2023,2,5,North,SMB,Retail,Hardware,Epsilon Sensor,H-2505,2,28688.82,0.0,57377.65,20947.86,0.18,10327.98,0,67705.63
2023-05-05,2023,2,5,East,Consumer,Retail,Professional Services,Integration,PS-7003,1,50811.99,0.0,50811.99,22821.66,0.0,0.0,0,50811.99
2023-05-05,2023,2,5,East,Consumer,Retail,Software Subscription,Beta Cloud,SS-9141,1,10305.05,0.0,10305.05,5697.12,0.05,515.25,0,10820.3
2023-05-05,2023,2,5,West,Consumer,Partner,Hardware,Delta Hub,H-3228,2,39580.67,0.1,71245.2,38786.65,0.12,8549.42,1,44172.03
2023-05-05,2023,2,5,North,Consumer,Partner,Professional Services,Onboarding,PS-3636,2,20499.26,0.05,38948.6,12813.9,0.12,4673.83,1,24148.13
2023-05-06,2023,2,5,North,SMB,Partner,Hardware,Delta Hub,H-2498,1,19872.06,0.05,18878.46,12353.37,0.0,0.0,0,18878.46
2023-05-06,2023,2,5,East,Consumer,Online,Professional Services,Onboarding,PS-6942,1,49285.14,0.1,44356.63,15722.9,0.0,0.0,0,44356.63
2023-05-06,2023,2,5,North,Consumer,Online,Software Subscription,Beta Cloud,SS-5201,4,11060.51,0.1,39817.83,24451.46,0.12,4778.14,0,44595.97
2023-05-06,2023,2,5,North,SMB,Retail,Hardware,Epsilon Sensor,H-4495,1,21485.0,0.05,20410.75,12377.01,0.18,3673.94,0,24084.69
2023-05-06,2023,2,5,North,SMB,Retail,Training,Webinar Pack,T-4312,1,13672.9,0.15,11621.97,7082.18,0.0,0.0,0,11621.97
2023-05-06,2023,2,5,North,Consumer,Online,Hardware,Delta Hub,H-4001,1,40696.07,0.15,34591.66,15357.91,0.12,4151.0,0,38742.66
2023-05-06,2023,2,5,West,Consumer,Partner,Software Subscription,Gamma Suite,SS-1990,1,6056.32,0.05,5753.5,2756.63,0.05,287.67,0,6041.17
2023-05-06,2023,2,5,West,Enterprise,Partner,Hardware,Zeta Box,H-5974,1,17716.78,0.15,15059.26,10355.03,0.12,1807.11,0,16866.37
2023-05-07,2023,2,5,North,Consumer,Online,Software Subscription,Beta Cloud,SS-5533,3,9046.88,0.0,27140.64,12096.28,0.18,4885.31,0,32025.95
2023-05-07,2023,2,5,East,SMB,Online,Software Subscription,Beta Cloud,SS-6317,1,3071.4,0.15,2610.69,1817.16,0.0,0.0,0,2610.69
2023-05-07,2023,2,5,North,Consumer,Online,Professional Services,Integration,PS-2552,1,15400.86,0.15,13090.73,8862.06,0.18,2356.33,0,15447.06
2023-05-07,2023,2,5,East,Consumer,Online,Professional Services,Integration,PS-4830,4,21938.56,0.15,74591.11,27662.16,0.0,0.0,0,74591.11
2023-05-07,2023,2,5,East,Consumer,Partner,Professional Services,Custom Dev,PS-6854,2,16211.25,0.15,27559.13,18398.17,0.0,0.0,0,27559.13
2023-05-07,2023,2,5,South,Enterprise,Partner,Training,Webinar Pack,T-5253,1,7413.83,0.0,7413.83,5058.79,0.18,1334.49,0,8748.32
2023-05-07,2023,2,5,South,Consumer,Online,Hardware,Delta Hub,H-6797,1,28595.49,0.0,28595.49,16201.37,0.0,0.0,0,28595.49
2023-05-07,2023,2,5,West,Consumer,Retail,Software Subscription,Beta Cloud,SS-1199,1,4032.63,0.0,4032.63,2722.33,0.05,201.63,0,4234.27
2023-05-08,2023,2,5,South,SMB,Retail,Software Subscription,Gamma Suite,SS-5913,2,8268.61,0.0,16537.22,10785.58,0.05,826.86,0,17364.08
2023-05-08,2023,2,5,South,SMB,Online,Software Subscription,Gamma Suite,SS-6578,1,3465.08,0.05,3291.83,1737.29,0.0,0.0,0,3291.83
2023-05-08,2023,2,5,South,Consumer,Partner,Professional Services,Onboarding,PS-2207,1,32830.03,0.15,27905.53,18366.73,0.18,5023.0,0,32928.52
2023-05-08,2023,2,5,East,Consumer,Partner,Software Subscription,Alpha SaaS,SS-5734,1,5067.57,0.0,5067.57,1525.9,0.18,912.16,0,5979.73
2023-05-08,2023,2,5,East,SMB,Online,Software Subscription,Alpha SaaS,SS-6700,6,10284.42,0.0,61706.54,21720.9,0.18,11107.18,0,72813.71
2023-05-08,2023,2,5,North,Consumer,Online,Software Subscription,Alpha SaaS,SS-3448,1,4188.35,0.0,4188.35,2491.61,0.0,0.0,0,4188.35
2023-05-08,2023,2,5,East,Enterprise,Retail,Software Subscription,Alpha SaaS,SS-1092,2,8372.07,0.0,16744.13,6650.61,0.05,837.21,0,17581.34
2023-05-08,2023,2,5,North,Consumer,Online,Professional Services,Custom Dev,PS-1106,1,57799.76,0.05,54909.78,23810.7,0.18,9883.76,0,64793.54
2023-05-08,2023,2,5,East,Consumer,Online,Professional Services,Integration,PS-6106,1,57569.07,0.15,48933.71,30419.28,0.05,2446.69,0,51380.39
2023-05-08,2023,2,5,West,Consumer,Online,Hardware,Delta Hub,H-5191,1,23534.69,0.0,23534.69,15601.91,0.0,0.0,0,23534.69
2023-05-08,2023,2,5,South,Consumer,Retail,Hardware,Delta Hub,H-4097,1,43297.41,0.15,36802.8,20760.51,0.0,0.0,0,36802.8
2023-05-08,2023,2,5,West,SMB,Online,Training,Certification Prep,T-1070,2,11932.83,0.1,21479.1,10194.24,0.12,2577.49,0,24056.59
2023-05-08,2023,2,5,East,SMB,Partner,Hardware,Epsilon Sensor,H-8707,1,32629.28,0.15,27734.88,8878.98,0.12,3328.19,0,31063.07
2023-05-09,2023,2,5,South,SMB,Retail,Professional Services,Onboarding,PS-9970,1,16037.81,0.05,15235.92,10050.92,0.12,1828.31,0,17064.23
2023-05-09,2023,2,5,West,Enterprise,Retail,Training,Bootcamp,T-3754,1,3898.04,0.0,3898.04,2128.39,0.05,194.9,0,4092.94
2023-05-09,2023,2,5,West,Consumer,Retail,Software Subscription,Beta Cloud,SS-2452,9,4774.24,0.0,42968.19,28781.03,0.0,0.0,0,42968.19
2023-05-09,2023,2,5,West,Enterprise,Online,Professional Services,Custom Dev,PS-1167,5,46208.89,0.15,196387.8,75244.62,0.0,0.0,0,196387.8
2023-05-09,2023,2,5,East,Consumer,Partner,Software Subscription,Beta Cloud,SS-9159,1,5591.75,0.0,5591.75,3283.15,0.0,0.0,0,5591.75
2023-05-09,2023,2,5,East,Consumer,Online,Professional Services,Integration,PS-5152,3,59186.78,0.15,150926.29,93154.56,0.05,7546.31,0,158472.61
2023-05-09,2023,2,5,South,Consumer,Online,Hardware,Zeta Box,H-9802,1,35716.21,0.1,32144.59,10796.19,0.0,0.0,0,32144.59
2023-05-09,2023,2,5,South,SMB,Partner,Software Subscription,Gamma Suite,SS-9698,1,4181.7,0.15,3554.44,1835.82,0.12,426.53,0,3980.98
2023-05-09,2023,2,5,South,Consumer,Online,Professional Services,Onboarding,PS-2941,1,10905.61,0.0,10905.61,7497.99,0.18,1963.01,0,12868.62
2023-05-09,2023,2,5,West,Consumer,Retail,Professional Services,Integration,PS-4831,2,12373.86,0.05,23510.33,10457.87,0.0,0.0,0,23510.33
2023-05-09,2023,2,5,South,SMB,Online,Hardware,Epsilon Sensor,H-8069,1,12853.89,0.15,10925.8,4259.84,0.18,1966.64,0,12892.45
2023-05-09,2023,2,5,South,SMB,Online,Software Subscription,Alpha SaaS,SS-7313,3,3346.9,0.0,10040.69,4039.27,0.18,1807.32,0,11848.01
2023-05-09,2023,2,5,West,SMB,Partner,Hardware,Epsilon Sensor,H-5367,3,9056.47,0.0,27169.42,13952.05,0.18,4890.5,0,32059.92
2023-05-09,2023,2,5,East,SMB,Online,Hardware,Epsilon Sensor,H-3416,2,33974.2,0.15,57756.13,31206.45,0.18,10396.1,0,68152.24
2023-05-09,2023,2,5,North,Consumer,Online,Software Subscription,Beta Cloud,SS-8551,1,11741.08,0.1,10566.97,4166.98,0.05,528.35,0,11095.32
2023-05-09,2023,2,5,North,SMB,Retail,Software Subscription,Alpha SaaS,SS-6993,1,10483.39,0.15,8910.89,3625.22,0.18,1603.96,0,10514.85
2023-05-09,2023,2,5,South,SMB,Retail,Hardware,Epsilon Sensor,H-7576,1,40796.58,0.15,34677.09,15056.84,0.05,1733.85,0,36410.95
2023-05-10,2023,2,5,North,Consumer,Online,Professional Services,Integration,PS-7335,5,34145.07,0.0,170725.34,80644.37,0.12,20487.04,0,191212.38
2023-05-10,2023,2,5,North,Consumer,Online,Hardware,Delta Hub,H-6440,1,42473.86,0.0,42473.86,26584.66,0.05,2123.69,0,44597.55
2023-05-10,2023,2,5,East,Consumer,Partner,Hardware,Epsilon Sensor,H-5949,1,12268.95,0.05,11655.51,7553.31,0.12,1398.66,0,13054.17
2023-05-10,2023,2,5,South,SMB,Partner,Software Subscription,Beta Cloud,SS-3007,1,11331.25,0.15,9631.56,4987.08,0.05,481.58,0,10113.14
2023-05-10,2023,2,5,West,Enterprise,Retail,Software Subscription,Beta Cloud,SS-6061,1,4134.91,0.15,3514.67,2137.37,0.05,175.73,0,3690.41
2023-05-10,2023,2,5,West,Enterprise,Online,Hardware,Zeta Box,H-2998,1,26233.21,0.0,26233.21,8703.14,0.18,4721.98,0,30955.19
2023-05-10,2023,2,5,West,Consumer,Online,Software Subscription,Gamma Suite,SS-5577,1,9391.24,0.05,8921.68,3603.51,0.18,1605.9,0,10527.58
2023-05-10,2023,2,5,South,SMB,Online,Hardware,Zeta Box,H-1414,5,21436.89,0.0,107184.43,41697.5,0.18,19293.2,0,126477.62
2023-05-10,2023,2,5,North,Consumer,Retail,Software Subscription,Alpha SaaS,SS-8668,1,2034.05,0.15,1728.95,1002.97,0.05,86.45,0,1815.39
2023-05-10,2023,2,5,West,Consumer,Partner,Software Subscription,Gamma Suite,SS-9505,9,8582.85,0.15,65658.83,24377.32,0.05,3282.94,0,68941.77
2023-05-11,2023,2,5,North,Consumer,Retail,Software Subscription,Beta Cloud,SS-1433,5,8042.15,0.0,40210.77,24336.58,0.0,0.0,0,40210.77
2023-05-11,2023,2,5,North,Consumer,Online,Software Subscription,Beta Cloud,SS-6751,1,9091.87,0.0,9091.87,4913.0,0.05,454.59,0,9546.47
2023-05-11,2023,2,5,East,Consumer,Online,Software Subscription,Beta Cloud,SS-6771,3,10272.47,0.0,30817.41,11328.18,0.18,5547.13,0,36364.54
2023-05-11,2023,2,5,East,Enterprise,Retail,Software Subscription,Beta Cloud,SS-6957,1,10528.64,0.0,10528.64,6451.36,0.05,526.43,0,11055.07
2023-05-11,2023,2,5,South,Consumer,Online,Software Subscription,Beta Cloud,SS-2501,4,11073.98,0.05,42081.12,22843.89,0.0,0.0,0,42081.12
2023-05-11,2023,2,5,West,SMB,Online,Software Subscription,Alpha SaaS,SS-9050,4,3246.81,0.1,11688.53,4545.72,0.05,584.43,0,12272.95
2023-05-11,2023,2,5,West,Consumer,Retail,Hardware,Zeta Box,H-5294,3,15330.83,0.05,43692.85,26281.28,0.05,2184.64,0,45877.5
2023-05-11,2023,2,5,West,Enterprise,Partner,Training,Bootcamp,T-3644,3,11684.15,0.0,35052.44,14073.64,0.05,1752.62,0,36805.07
2023-05-11,2023,2,5,West,Enterprise,Online,Professional Services,Custom Dev,PS-4016,1,29061.42,0.1,26155.28,18234.44,0.12,3138.63,0,29293.91
2023-05-11,2023,2,5,East,Enterprise,Online,Professional Services,Custom Dev,PS-8844,1,52464.35,0.0,52464.35,21438.11,0.18,9443.58,0,61907.93
2023-05-11,2023,2,5,West,Consumer,Retail,Software Subscription,Gamma Suite,SS-5995,1,9721.7,0.15,8263.45,2716.15,0.18,1487.42,0,9750.87
2023-05-11,2023,2,5,East,Consumer,Online,Software Subscription,Gamma Suite,SS-8758,1,8568.51,0.05,8140.08,2588.65,0.12,976.81,0,9116.89
2023-05-11,2023,2,5,North,Consumer,Retail,Software Subscription,Alpha SaaS,SS-8014,2,11773.54,0.15,20015.02,8744.33,0.18,3602.7,0,23617.72
2023-05-11,2023,2,5,East,SMB,Online,Software Subscription,Alpha SaaS,SS-6259,1,6508.59,0.0,6508.59,4064.5,0.0,0.0,0,6508.59
2023-05-11,2023,2,5,South,Consumer,Online,Hardware,Zeta Box,H-9128,7,34158.57,0.0,239109.96,126400.57,0.18,43039.79,0,282149.75
2023-05-12,2023,2,5,East,Consumer,Online,Hardware,Delta Hub,H-9572,1,7967.73,0.0,7967.73,2644.98,0.05,398.39,0,8366.12
2023-05-12,2023,2,5,East,SMB,Online,Training,Certification Prep,T-9690,3,6257.63,0.15,15956.95,10761.17,0.12,1914.83,0,17871.79
2023-05-12,2023,2,5,East,SMB,Online,Software Subscription,Alpha SaaS,SS-9396,5,8721.13,0.0,43605.67,15606.15,0.05,2180.28,0,45785.96
2023-05-12,2023,2,5,North,SMB,Retail,Hardware,Epsilon Sensor,H-5461,1,27521.61,0.05,26145.53,7915.69,0.0,0.0,1,0.0
2023-05-12,2023,2,5,South,SMB,Online,Software Subscription,Gamma Suite,SS-8131,1,6964.12,0.0,6964.12,4554.01,0.0,0.0,0,6964.12
2023-05-12,2023,2,5,North,Enterprise,Online,Training,Webinar Pack,T-6416,2,10936.93,0.05,20780.16,7889.64,0.18,3740.43,0,24520.59
2023-05-12,2023,2,5,East,SMB,Partner,Software Subscription,Alpha SaaS,SS-6867,1,3373.53,0.15,2867.5,1285.74,0.18,516.15,0,3383.65
2023-05-12,2023,2,5,North,Consumer,Online,Software Subscription,Beta Cloud,SS-4381,1,6265.66,0.0,6265.66,4175.85,0.12,751.88,0,7017.54
2023-05-12,2023,2,5,South,Consumer,Retail,Software Subscription,Beta Cloud,SS-5288,1,10746.59,0.15,9134.6,3680.87,0.0,0.0,0,9134.6
2023-05-12,2023,2,5,South,Consumer,Online,Hardware,Delta Hub,H-4972,1,42790.0,0.0,42790.0,16712.32,0.12,5134.8,0,47924.8
2023-05-12,2023,2,5,North,Consumer,Retail,Hardware,Zeta Box,H-3807,1,6909.77,0.1,6218.79,3663.99,0.05,310.94,0,6529.73
2023-05-12,2023,2,5,East,Consumer,Retail,Hardware,Epsilon Sensor,H-2634,1,9144.45,0.1,8230.01,3935.73,0.0,0.0,0,8230.01
2023-05-13,2023,2,5,North,Consumer,Online,Software Subscription,Gamma Suite,SS-6697,6,3927.16,0.05,22384.83,13881.76,0.05,1119.24,0,23504.08
2023-05-13,2023,2,5,North,Consumer,Online,Software Subscription,Beta Cloud,SS-5987,1,5815.01,0.0,5815.01,3658.72,0.05,290.75,0,6105.77
2023-05-13,2023,2,5,West,Consumer,Retail,Software Subscription,Beta Cloud,SS-6461,1,10584.72,0.0,10584.72,4575.85,0.12,1270.17,0,11854.88
2023-05-13,2023,2,5,West,Enterprise,Online,Software Subscription,Alpha SaaS,SS-4578,1,11443.82,0.0,11443.82,6618.02,0.18,2059.89,0,13503.71
2023-05-13,2023,2,5,North,Consumer,Online,Software Subscription,Alpha SaaS,SS-5859,1,10902.49,0.15,9267.11,3283.27,0.05,463.36,0,9730.47
2023-05-13,2023,2,5,South,Consumer,Online,Hardware,Delta Hub,H-5935,1,23030.49,0.15,19575.92,11156.68,0.18,3523.66,0,23099.58
2023-05-13,2023,2,5,South,Consumer,Online,Training,Certification Prep,T-6141,2,5287.83,0.1,9518.09,6507.57,0.05,475.9,0,9993.99
